Age_old_vs_young.baseMean	Age_old_vs_young.log2FoldChange	Age_old_vs_young.lfcSE	Age_old_vs_young.stat	Age_old_vs_young.pvalue	Age_old_vs_young.padj	Regime_Sel_vs_Cont.baseMean	Regime_Sel_vs_Cont.log2FoldChange	Regime_Sel_vs_Cont.lfcSE	Regime_Sel_vs_Cont.stat	Regime_Sel_vs_Cont.pvalue	Regime_Sel_vs_Cont.padj	Ageold.RegimeSel.baseMean	Ageold.RegimeSel.log2FoldChange	Ageold.RegimeSel.lfcSE	Ageold.RegimeSel.stat	Ageold.RegimeSel.pvalue	Ageold.RegimeSel.padj
INVADER3	19.595155156859	-0.103419601225224	0.236078813836245	-0.438072351960228	0.661333835893313	0.778851240346076	19.595155156859	-0.625750084674257	0.249930521255039	-2.50369615336302	0.012290353190586	0.058209470743495	19.595155156859	0.358025236165795	0.351122373443492	1.01965942145642	0.307890012911246	0.530478002455846
INVADER5	9.76033364740242	-0.853917736621868	0.369550121456271	-2.31069532126487	0.0208496898612038	0.0667028400407611	9.76033364740242	-1.66858085336953	0.408183857273868	-4.08781685908271	4.35451694764165e-05	0.000901556192596875	9.76033364740242	1.41714079558865	0.575794197138107	2.46119325729979	0.0138475752841695	0.0873033913030683
INVADER6	70.6232722910249	-0.162878903940771	0.166422413176765	-0.978707740331647	0.327724406461795	0.485713708920662	70.6232722910249	-0.880902873105326	0.174645416157519	-5.04395072305137	4.56016784945282e-07	2.66534653586404e-05	70.6232722910249	0.387531504154975	0.246449943051582	1.57245523921206	0.115845012080872	0.304174565208949
IVK	11.4774394372619	-0.438936026255272	0.355763172863566	-1.23378713631948	0.217282234050714	0.363654347540485	11.4774394372619	-0.519626791323346	0.354810109211964	-1.46452081784659	0.143051699246897	0.315986831701049	11.4774394372619	0.829058036486576	0.505053520350847	1.64152511185478	0.100688458711023	0.281989730539952
JOCKEY2	42.7376436280238	-0.318980779765047	0.178094695882934	-1.79107400242127	0.0732814204241297	0.169113185588717	42.7376436280238	-1.10685701950508	0.192528584829119	-5.74905290291039	8.97447366336398e-09	1.16973289728286e-06	42.7376436280238	0.45361632450248	0.274208810708199	1.65427333764705	0.0980719877582826	0.278390476529157
JUAN	22.7907837247966	0.46395847264586	0.317290316020438	1.46225223153667	0.143672103308064	0.274046522478531	22.7907837247966	0.0375169561151845	0.323459479830436	0.115986571594228	0.907663184278101	0.951003371694595	22.7907837247966	-0.278884956453113	0.449620057929277	-0.620268049734071	0.53508132625727	0.722086621852903
LOOPER1_DM	26.1999102174775	-0.178061380427175	0.300027431570958	-0.593483667459462	0.552857510144884	0.693670790506572	26.1999102174775	-1.22773735396015	0.319070238336942	-3.84785920604617	0.00011915449497625	0.00192448536247886	26.1999102174775	0.0860574520960399	0.455739554318988	0.188830333642283	0.850225796702509	0.925846435360981
MARINER2	12.2560373368057	-0.300863684683051	0.295565317816466	-1.01792621308118	0.308713023257459	0.465646769218545	12.2560373368057	-0.889341214525399	0.317092418169158	-2.80467511541372	0.005036731937517	0.030648349240708	12.2560373368057	0.59203194105232	0.44815425412048	1.32104500985761	0.186486356871109	0.396521293871382
McCLINTOCK	5.70479014650394	-0.583409047354601	0.449074325838732	-1.29913694412383	0.193896936477766	0.335958339037309	5.70479014650394	-0.624423854405798	0.444793018907924	-1.40385264125528	0.1603627346355	0.339423170386344	5.70479014650394	0.98300827887276	0.639446064387131	1.53728098993761	0.124224514647861	0.315536532055587
OPUS	71.9689862087427	0.43687932576749	0.250091738362209	1.74687628079403	0.0806588010288818	0.180567472223253	71.9689862087427	-0.0229701992397239	0.253241453298309	-0.0907047362923871	0.927727207131075	0.961880436889251	71.9689862087427	0.391701768909392	0.351397062677034	1.11469847222201	0.264979655941771	0.486254069200606
OSV	19.1522147788662	-0.575889042340966	0.257659912613505	-2.23507427484388	0.0254124729384934	0.0770377083607813	19.1522147788662	-0.66007762278485	0.25697386611671	-2.56865662162339	0.0102093565270063	0.0509646698479508	19.1522147788662	1.01431578136334	0.367616275686456	2.75916995097479	0.00579483896763321	0.0530629244365078
PPI251	41.1971104745869	0.221940754926565	0.240671429352634	0.922173253067673	0.356438212191364	0.512928607275503	41.1971104745869	-0.641151369211493	0.25179099812167	-2.54636334894577	0.0108851820611171	0.0532973189273479	41.1971104745869	-0.111873085938849	0.353739645999171	-0.316258262832974	0.75180648795014	0.870846614104011
Q	8.54642231646678	-0.329589732545385	0.374605765038836	-0.879830913737316	0.37895091512146	0.535418617322717	8.54642231646678	-1.10098455992884	0.408579462174574	-2.6946644700864	0.00704595433898181	0.0391572702492638	8.54642231646678	0.588923734469911	0.578013788753727	1.01887488833044	0.308262366786143	0.530786087528487
QBERT	23.4405750611822	-0.307663205371191	0.246178462057102	-1.2497567935079	0.211388403725367	0.356687559389469	23.4405750611822	-0.369781659695714	0.245013088619598	-1.50923226909657	0.131239436500404	0.299971703548534	23.4405750611822	0.599644065888691	0.348408194306217	1.72109633380684	0.085233344464299	0.257430123027966
QUASIMODO	13.4436286062558	-0.271350132389134	0.268936057998574	-1.00897638795082	0.312985958331455	0.470219661589435	13.4436286062558	-0.99148942063656	0.295156121283067	-3.35920331357682	0.000781675351228068	0.0080160161509887	13.4436286062558	0.303247641820912	0.42421299917165	0.714847594046047	0.474703222384491	0.678053322582537
ROOA_LTR	171.505189047963	0.134375385017122	0.0846603811612464	1.5872286797432	0.112460861454135	0.229255399569061	171.505189047963	-1.00735816192249	0.0952451277024774	-10.5764797236582	3.83081915696065e-26	4.99308968918251e-22	171.505189047963	-0.0191621960314939	0.133563387478009	-0.143468928074686	0.885919849163505	0.9469408045977
ROVER	21.6220278928148	-0.467699198477886	0.37220035114926	-1.25657914355467	0.208906070910799	0.353664991405662	21.6220278928148	-0.112073870549654	0.363234538314221	-0.308544091290964	0.757668355570747	0.860493624491219	21.6220278928148	0.335813877218007	0.522833651150198	0.64229583631283	0.520681117208805	0.711405138346069
ROXELEMENT	37.2023989624639	-0.541987801167793	0.226084238012236	-2.39728256128347	0.0165171809825585	0.0558691743834006	37.2023989624639	-1.01756451142983	0.233709004140664	-4.35398077695537	1.33687434757971e-05	0.00034989598888261	37.2023989624639	0.861922174777335	0.332413726618682	2.59291992405014	0.00951649252647065	0.0698300488397211
RT1B	56.9461452597837	-0.297839282090496	0.244952363450901	-1.21590695388492	0.224020368791442	0.371437979823054	56.9461452597837	-0.867884232152755	0.250314270668016	-3.46717839872502	0.000525952694685075	0.00601867201275265	56.9461452597837	0.445572977348291	0.355078472067521	1.25485776356377	0.209530398909792	0.423305428368401
S2	11.3087947807998	-0.348343976725001	0.286281234054354	-1.21678941994103	0.22368434648978	0.371142832039556	11.3087947807998	-1.3316403416675	0.329217913923474	-4.04485990995325	5.23544210565179e-05	0.00102306975120038	11.3087947807998	0.297540891624415	0.477442931336364	0.623196767813898	0.533155225462137	0.720856763776939
SPRINGER	379.268766864225	1.82396525205691	0.58467119384883	3.11964275176606	0.0018107049931944	0.0102186061701466	379.268766864225	-0.602596228264089	0.586686936923578	-1.02711717329848	0.304365293051974	0.508863164397054	379.268766864225	-0.156937188527343	0.82763572677444	-0.189621089871237	0.849606059713558	0.925539073987858
STALKER2	68.695415728594	-0.00663705604625275	0.423202453202131	-0.015682933773266	0.987487342200218	0.992303529288899	68.695415728594	-0.766736995057529	0.426785166325687	-1.79654087244545	0.0724085384318551	0.200291360339728	68.695415728594	0.352223359792814	0.602391818065362	0.584708074097043	0.558744024112492	0.740715642841575
STALKER3	0.556097789246585	-0.932579461635521	1.42700532054257	-0.653522063450288	0.513419770226655	NA	0.556097789246585	-0.483964088563792	1.37728826203509	-0.351389104157965	0.725296455514247	0.840088332104567	0.556097789246585	0.409736269389461	2.0631292365412	0.19859941981937	0.842576107487663	NA
TABOR	17.0690741966193	-0.728519215220892	0.288152031289481	-2.52824598168115	0.011463400552214	0.0424286719461714	17.0690741966193	-0.896771056424097	0.29033721915256	-3.08872234514612	0.00201019210603237	0.0155586959085665	17.0690741966193	0.541314395437804	0.430008931758307	1.25884453893636	0.208086489432125	0.422333509317753
TAHRE	37.8252261571722	-0.211519033289104	0.285719279980169	-0.740303676054991	0.459115750913169	0.610028450960354	37.8252261571722	0.0875204280085938	0.279822928382917	0.312770752969995	0.754454837085551	0.858526658509959	37.8252261571722	0.38196752596392	0.397471797554534	0.960992775623316	0.336555800305561	0.55846575848616
TC1	14.8621679467334	-0.299620709115067	0.25818120848462	-1.1605054871099	0.245843061012757	0.396358079765923	14.8621679467334	-0.971959968976473	0.281459756501475	-3.45328220651459	0.000553809302470036	0.00628228933715792	14.8621679467334	0.433332431684977	0.401968854042331	1.07802489503165	0.281022646401877	0.50331729486181
TC1-2	33.0175392973284	-0.162351239967798	0.193246480473581	-0.840125209887034	0.400838186579061	0.555844097672038	33.0175392973284	-0.973154892837803	0.210625753047673	-4.62030344702216	3.83179201416909e-06	0.000132096522032778	33.0175392973284	0.413261947788914	0.296246086755226	1.39499546581479	0.163017206872089	0.367430694324562
TC3	17.8568187290909	-0.374492184956825	0.254150564232123	-1.47350522745561	0.140614855340009	0.269657227484171	17.8568187290909	-1.09589008666922	0.276200695473808	-3.96773109057265	7.25601407221698e-05	0.00131712091626561	17.8568187290909	0.537783807213512	0.394134748276819	1.36446687221752	0.172420673641047	0.380191917556238
Tinker	87.5977564827904	0.0844558847884417	0.201921067341857	0.418261877773536	0.675755658972332	0.789580584914046	87.5977564827904	-0.541577365346039	0.206704371859691	-2.6200576237142	0.00879149102401475	0.0458720152149753	87.5977564827904	0.580028892266324	0.288237075847963	2.01233269717277	0.0441848779096779	0.17286309225006
TIRANT	34.9529200158643	-0.49272658476452	0.253864352027015	-1.9409049787033	0.0522698040175594	0.131870371295858	34.9529200158643	-0.706439193539846	0.255941739237551	-2.76015625917181	0.00577737206927141	0.034073424231169	34.9529200158643	0.764505246449782	0.364746568503121	2.09599023669291	0.0360830570421102	0.152536083141406
TRANSIB1	10.0278869203762	-0.166327512810666	0.333192261962661	-0.499193804294606	0.617642858927445	0.747263738012317	10.0278869203762	-0.774122232740435	0.354977575850753	-2.18076375918998	0.0292008943859552	0.107128903891904	10.0278869203762	-0.159257450098112	0.521074656763536	-0.305632692035497	0.759884326159903	0.87534716559636
TRANSIB2	18.2106926791782	-0.301019662741283	0.246541299988118	-1.22097053416929	0.222097176460381	0.369239699936397	18.2106926791782	-0.955375855516382	0.265782680721702	-3.59457528580181	0.000324921181834639	0.00410744793690153	18.2106926791782	0.393469820356062	0.380406844136553	1.03433948789528	0.300977482628169	0.523750473418626
TRANSIB4	24.2669342581116	-0.324425199091528	0.270211105318773	-1.20063606826521	0.229892403539055	0.37818411362413	24.2669342581116	-0.879121193762675	0.281009538697687	-3.12843897697168	0.00175737498487257	0.0141744155127157	24.2669342581116	0.339879996999816	0.402437422460808	0.844553657364993	0.398360092828922	0.613765480102988
DM14101	1029.54286130777	-0.0301167744359097	0.256521987922452	-0.117404261053108	0.906539707594124	0.942159497874813	1029.54286130777	0.840698942726153	0.255901064597168	3.28524988377659	0.00101891961930847	0.00960969487559087	1029.54286130777	0.35104344934541	0.36186767071341	0.97008790161702	0.332002678967679	0.553954175796108
AY561850	906.709162301045	0.0186434964941013	0.313365215875108	0.0594944669976761	0.952558272369022	0.97173130416901	906.709162301045	0.532230597907368	0.313014405704626	1.70033898826242	0.0890671808208244	0.23102520095893	906.709162301045	0.351540883147135	0.442589947603403	0.794281219107455	0.427031735013108	0.638307416963319
GYPSY12	280.025476157714	-0.619088602157119	0.145523863230842	-4.25420675628346	2.09791390616287e-05	0.000285822516403442	280.025476157714	-0.486332678628431	0.144547600295337	-3.36451575560413	0.000766781061537606	0.00792563390648783	280.025476157714	0.733605610916097	0.205904893824568	3.56283717831949	0.000366868241972865	0.0108478291494402
INVADER4	218.127097222945	-0.181817544704277	0.184202075964548	-0.987054807890821	0.323615770724647	0.481752264088002	218.127097222945	-0.625672122856311	0.185667043032898	-3.3698609760562	0.000752061162181772	0.00784817068685125	218.127097222945	0.921051779928525	0.261251354193961	3.52553877766585	0.000422622298925402	0.0118957124349711
STALKER4	188.504691179535	-0.167738164605374	0.160156810791202	-1.04733706781946	0.294944145647635	0.450960037297986	188.504691179535	-0.0409992102533073	0.159010772509955	-0.257839199232495	0.796531010429393	0.884702615248122	188.504691179535	0.14477853951957	0.225843111266629	0.641058027883105	0.521484982467735	0.711794233877199
TARTC	206.542610182035	-0.0858816889966595	0.735689187200528	-0.116736375212282	0.907068964078153	0.94247877761008	206.542610182035	-1.28270697764917	0.73691151846303	-1.74065263672972	0.0817444851282931	0.218197341626494	206.542610182035	0.346374203747496	1.04197994310903	0.332419262038763	0.739572695733622	0.863832247891592
TRANSIB3	170.499313669648	-0.126646083107553	0.161940008818322	-0.78205555274259	0.434181926432454	0.588176502146598	170.499313669648	-0.40593767592173	0.162918818202271	-2.49165615366631	0.0127149062101719	0.0596781013840047	170.499313669648	0.330755633337872	0.230355990275557	1.43584559247717	0.151046283100777	0.351258504579373
STALKER	144.308531115199	-0.208993813300754	0.15598056600375	-1.33987084837049	0.180287337062863	0.31954338763451	144.308531115199	-0.0121269937368478	0.153964550565967	-0.0787648435452803	0.937219667925327	0.967039062287207	144.308531115199	0.160137753321582	0.219369818687405	0.729989905994194	0.46539635463423	0.671170453160421
DMAURA	84.1067355815704	-0.306474282161628	0.221176697224381	-1.38565357927699	0.165852709223126	0.301579601856271	84.1067355815704	-0.452938486770581	0.221562095278738	-2.04429591713672	0.040924322347924	0.135623599665101	84.1067355815704	0.819673410255383	0.312696414497437	2.6213073519655	0.00875932527838861	0.0661320015856318
RT1C	80.5250932266822	-0.755359223092412	0.165035414715227	-4.57695231290692	4.71798954518821e-06	8.78099353703492e-05	80.5250932266822	-0.547134810287777	0.160917540937204	-3.40009427872931	0.000673626224473935	0.00720857488488774	80.5250932266822	0.885933021482982	0.233224403116228	3.79862917278633	0.000145498593549835	0.00651477376017015
GYPSY8	66.4074655088703	-0.641152493162309	0.189760656588239	-3.37874301601699	0.000728180420629781	0.00499518157703046	66.4074655088703	-0.579255702239674	0.187408430982434	-3.09087322914501	0.0019956881809079	0.0155014209079519	66.4074655088703	1.0526508151818	0.267760011148685	3.93132197248555	8.44800425099966e-05	0.00458785181353794
GYPSY11	31.7361378328992	-0.435081511831317	0.278019126476331	-1.56493374159406	0.117598446093536	0.236182443877052	31.7361378328992	-1.04897900379561	0.28771466515053	-3.64590036884909	0.000266457204694393	0.0035353191233982	31.7361378328992	0.664107139109368	0.408575534227049	1.62542072022433	0.104072943861989	0.287432073052874
R1-2	27.2600016805551	-0.303605159019744	0.236953410857402	-1.2812862997885	0.200093123222142	0.343300750784636	27.2600016805551	-0.510007201682094	0.239545974285656	-2.12905770261	0.0332494866666056	0.117556923162024	27.2600016805551	0.626142918422016	0.339436608994342	1.84465346939773	0.0650879636053301	0.219696911000145
