Regime	Pop	Age	Sex	DMCOPIA	DM_ROO	Beagle	DMU89994	DMLINEJA	DMRER1DM	DMBLPP	DME487856	DMW1DOC	DMRER2DM	OPUS	1360	AF222049	DMIS297	DMCR1A	RT1B	DMRTMGD1	BLOOD	SPRINGER	DMTN1731	F	DM14101	DM23420	DME9736	412	ROOA_LTR	DOC3	DME010298	PPI251	QUASIMODO	AY561850	STALKER2	GYPSY4	INVADER2	Tinker	BAGGINS	DM06920	DOC2	Beagle2	JUAN	ACCORD	DMDM11	DMMDG3	TABOR	TC1-2	ROVER	DMIS176	ROXELEMENT	BS	DMIFACA	TAHRE	GYPSY12	DMGYPF1A	GYPSY7	CIRC	INVADER4	TRANSIB2	IVK	TIRANT	DMTNFB	DMPOGOR11	DM33463	DM88	GYPSY6	DME278684	DMTRDNA	GYPSY2	DIVER2	TC1	McCLINTOCK	GTWIN	INVADER	G4_DM	DMHFL1	STALKER4	GYPSY10	G5_DM	TARTC	INVADER6	DMBARI1	DMTHB1	QBERT	INVADER3	G5A	TRANSIB3	GYPSY3	STALKER	DOC5	JOCKEY2	FB	DMAURA	FW2	MARINER2	G2	DOC4	HEL	FROGGER	BS3	TC3	G6_DM	HOPPER2	TRANSIB4	RT1C	DMTOM1_LTR	GYPSY8	GYPSY5	INE1	DMZAM	LOOPER1_DM	S2	GYPSY11	G3	TRANSIB1	DMREPG	GYPSY9	R1-2	FW3	AF541951	OSV	INVADER5	Q	STALKER3	BS4
Cont_B5_old_M	Cont	B5	old	M	2324818.90147552	22552.9256297084	6149.55501227137	5572.60698755405	15492.8317916983	2223.02722319992	3489.03165658438	4889.019280543	5225.34443239243	1044.52201631288	8276.87995648974	4492.53841047659	4596.44374194227	3639.42095212681	4735.89563417253	5055.81468105369	3227.90115250616	2748.0225821844	2340.60430880582	3469.89120078807	4556.79565493563	2180.64478536524	3762.4667393888	4258.75141467882	2249.00355606634	2214.82417071579	2600.36763747002	2974.97370091207	2445.87681568552	3547.82019938733	1960.52954370768	1618.73569020216	2090.41120803978	1986.5058765741	1624.20439185824	1624.20439185824	1151.1616986066	1331.62885325752	1071.86552459332	1341.19908115567	902.33577325458	1492.95555211212	1203.11436433944	1121.08383949811	883.195317458271	907.804474910669	1449.20593886342	855.851809177829	1585.92348026563	1397.25327313058	566.010621405146	782.024336820636	691.790759495178	1654.28225096673	902.33577325458	827.141125483365	721.868618603664	846.281581279675	686.32205783909	1039.05331465679	404.683922550539	683.587707011046	765.618231852371	514.057955672306	560.541919749057	920.109053636868	459.370939111423	669.915952870825	568.74497223319	883.195317458271	273.435082804418	601.55718216972	535.93276229666	604.291532997764	593.354129685588	534.565586882638	473.042693251644	706.829689049421	478.511394907732	380.074765098141	411.51979962065	516.792306500351	459.370939111423	382.809115926186	456.636588283379	337.692327263457	360.934309301832	392.37934382434	190.037382549071	436.128957073047	306.247292740948	287.106836944639	205.076312103314	251.560276180065	174.998452994828	261.130504078219	162.693874268629	153.123646370474	183.20150547896	109.374033121767	132.616015160143	116.209910191878	97.0694543955685	88.8664019114359	101.170980637635	71.0931215291488	98.4366298095906	199.607610447225	84.7648756693697	95.7022789815464	139.451892230253	87.4992264974139	87.4992264974139	49.2183149047953	72.4602969431708	69.7259461151267	50.5854903188174	60.155718216972	38.2809115926186	35.5465607645744	30.077859108486	16.4061049682651	8.20305248413255
Sel_O1_old_M	Sel	O1	old	M	504832.06486618	21397.9355723509	8984.10231316689	10958.2784955352	5098.71016181392	2733.96723201492	3256.85713977733	2921.78074990509	4851.13779732233	2392.48810857824	4528.86687457896	3844.84150544486	1937.89402550316	3284.60231855656	4048.66185724613	4159.64257236305	2940.9889505984	1715.93259526931	1095.93456177959	3804.29085953676	3222.70922743366	2980.47247424577	2597.37558264024	3126.6682239671	2246.29235885691	2270.83617085392	2287.91012702575	2883.36434851846	1747.9462630915	2929.25060573027	2104.36509817854	1972.04193784682	2080.88840844227	1530.25332190062	1306.1576471453	1650.8381373642	913.456655193118	1318.96311427417	919.859388757556	943.336078493827	684.025369134099	1718.06683979079	776.865005818446	999.893558313027	896.382699021284	1024.43737031004	917.725144236076	845.160830505782	526.091274544634	913.456655193118	728.844504085163	887.845720935367	552.769331063125	975.349746316016	552.769331063125	1082.06197238998	669.085657483744	689.360980437797	623.19940027194	786.469106165103	467.399550203955	618.930911228982	516.487174197978	343.613367958159	544.232352977208	746.985582517737	386.298258387744	587.984365667533	649.877456790431	676.555513308921	668.018535223004	501.547462547623	441.788615946204	443.922860467683	608.259688621585	454.59408307508	394.835236473661	266.780565184906	557.037820106084	796.073206511759	422.580415252891	425.78178203511	340.41200117594	337.210634393721	399.103725516619	350.016101522597	377.761280301827	280.653154574521	258.243587098989	266.780565184906	361.754446390732	241.169630927155	197.41761823683	147.262871982068	268.914809706385	230.498408319759	172.873806239819	166.471072675381	165.403950414642	66.1615801658567	175.008050761298	110.980715116921	85.3697808591699	69.3629469480755	91.7725144236076	142.99438293911	106.712226073962	76.8328027732529	74.6985582517737	87.5040253806491	76.8328027732529	66.1615801658567	113.1149596384	28.8123010399698	59.7588466014189	68.2958246873359	52.2889907762416	49.0876239940227	38.4164013866265	25.610934257751	25.610934257751	10.6712226073962	6.40273356443774
Sel_O2_old_M	Sel	O2	old	M	321637.612224167	18169.5009107424	3555.34476826466	7502.44904877371	6876.65138635735	5952.70947176539	4580.02484314804	4870.02863792635	4276.79280509913	5834.67283950474	4342.93402145208	3418.99210686012	2351.57463064099	2508.27843553875	3794.47070430994	2922.42420562567	2317.99524387719	711.272465087864	4332.75844970547	4410.09279497969	2816.59825946096	2240.66089860297	2794.21200161842	2867.47611819399	1624.02125075856	2108.37846589707	1998.48229103371	2674.14025500845	2283.39829993872	2818.63337381028	3042.49595223564	1320.78921270965	1435.77317344632	1358.4388281721	848.642683667066	1491.73881805266	1269.91135397662	1040.96098967795	1267.87623962729	1265.84112527797	539.305302570198	828.291540173851	956.503744181105	1249.5602104834	743.834294677008	650.219034608219	856.783141064352	961.591530054409	252.354179315866	580.007589556628	777.413681440813	863.906041286977	545.410645618162	700.079336166596	546.428202792823	597.30606152586	561.691560412734	627.832776765683	417.198441610908	498.603015583768	407.0228698643	460.95340012132	700.079336166596	641.061020036273	612.569419145772	475.19920056657	332.741196114065	557.621331714091	497.585458409107	868.993827160281	248.283950617223	381.583940497781	433.47935640548	272.705322809081	500.638129933089	439.584699453444	317.477838494154	262.529751062474	486.392329487839	323.583181542119	374.461040275156	363.267911353888	418.215998785568	329.688524590083	303.232038048904	255.406850839848	275.757994333063	238.108378870616	234.038150171973	179.090062740292	219.792349726722	272.705322809081	195.370977534864	93.615260068789	148.56334750047	175.019834041649	148.56334750047	123.124418133951	116.001517911326	689.903764419989	140.422890103184	77.334345274217	81.40457397286	52.912973082359	91.5801457194675	90.5625885448068	75.2992309248955	88.5274741954853	74.2816737502348	65.123659178288	63.0885448289665	63.0885448289665	51.8954159076983	150.598461849791	73.264116575574	71.2290022262525	41.7198441610908	40.70228698643	44.772515685073	26.4564865411795	21.3687006678758	14.2458004452505	6.1053430479645
Sel_O3_old_M	Sel	O3	old	M	535023.230322847	31185.2750826286	10371.9494135707	7586.46036213712	4458.04478851042	3454.51134626433	4660.0137831763	7326.63566587425	4869.3462307727	5408.9821383956	7927.2830406358	5408.9821383956	2737.10064646156	2711.85452212833	4028.86067484542	3704.86874590224	2509.88552746245	1032.9872539682	5234.36311175739	5006.09607091106	2924.34273526639	4220.31045103912	1615.75195732704	2739.204490156	1731.46336052104	2420.47217044891	2187.9974422137	2543.54702657343	2470.96441911538	2591.93543154546	2812.83901946127	1306.48693424491	1534.75397509125	1542.11742802177	1104.51793957903	1475.84635164703	1562.10394311892	1011.94881702384	957.248880968495	1636.7903942714	1312.79846532822	1064.54490938474	1184.46399996761	852.056696246682	814.187509746829	890.977804593753	868.887445802172	708.995325025017	406.041833026197	786.837541719158	925.691225551951	784.733698024722	641.672326803057	887.822039052098	544.895516858989	1388.53683832793	591.180078136587	679.541513302909	611.166593233731	502.818642970264	328.199616332055	471.26098755372	673.229982219601	560.674344567261	507.026330359137	528.064767303499	368.172646526344	511.234017748009	512.285939595227	623.789655400349	249.305477790696	615.374280622604	439.703332137177	366.068802831908	460.741769081539	452.326394303794	308.213101234911	452.326394303794	497.559033734174	473.364831248157	394.470692706797	372.380333915217	349.238053276418	307.161179387693	351.341896970854	338.718834804237	270.343914735058	246.149712249041	197.761307277008	144.113293068883	223.007431610243	233.526650082424	178.826714027081	86.2575914718863	196.70938542979	197.761307277008	123.074856124521	133.594074596702	153.580589693846	79.9460603885776	157.788277082719	92.5691225551951	71.5306856108325	58.907623444215	99.932575485722	80.9979822357957	82.0499040830138	68.3749200691782	68.3749200691782	64.1672326803057	75.7383729997051	52.5960923609063	71.5306856108325	16.83074955549	35.7653428054163	64.1672326803057	41.0249520415069	16.83074955549	28.4018898748894	33.66149911098	27.3499680276713	10.5192184721813	8.41537477774501
Sel_O4_old_M	Sel	O4	old	M	425770.927967218	17185.2705948865	6411.91119752141	9775.20177467892	8757.63269361911	6390.45642774003	4661.81497678302	3173.2626162367	3845.51206938665	6705.12638453362	5498.55099825689	5105.2135522649	2035.13816211961	3227.41036854209	3218.21546720721	2503.0564744945	2634.85006029441	1655.08224027799	2968.93147546164	4098.88268394772	2716.58251660444	2872.89583929736	3001.62445798565	3681.02550106272	2063.74452182812	1866.56497098018	1843.06688979105	2470.36349197049	2080.09101309012	2435.62719803873	2569.46409524639	3515.51727703492	1554.95998129821	1254.59320435887	1583.56634100672	1356.7587747464	1353.69380763478	944.009870380782	1262.76644998988	804.043038949865	1127.90789707834	958.313050235036	914.381854968398	918.468477783899	816.302907396368	619.123356548435	792.804826207236	725.375549751466	500.611294898899	640.578126329816	956.269738827285	803.021383245989	473.026590894266	665.097863222823	580.300439801173	582.343751208924	588.473685432175	579.278784097298	573.148849874046	486.308115044645	429.095395627628	538.412555942286	524.109376088031	333.059759463349	404.575658734621	429.095395627628	367.79605339511	474.048246598141	470.983279486515	672.24945314995	310.583333978093	463.831689559388	382.099233249364	553.737391500415	519.001097568655	439.311952666381	332.038103759474	293.215187012212	435.22532985088	439.311952666381	354.514529244731	317.73492390522	363.709430579608	312.626645385843	339.189693686601	236.002467595195	347.362939317604	202.28782936731	202.28782936731	192.071272328557	195.136239440183	214.547697813814	177.768092474303	100.12225897978	204.331140775061	171.638158251051	118.512061649535	161.421601212298	138.945175727041	73.5592106790219	151.205044173545	100.12225897978	67.4292764557701	69.4725878635207	85.8190791255256	96.0356361642786	69.4725878635207	71.5158992712713	56.1910637131418	55.1694080092665	68.4509321596454	73.5592106790219	71.5158992712713	18.3898026697555	51.0827851937652	53.1260966015158	36.779605339511	40.8662281550122	34.7362939317604	18.3898026697555	24.5197368930073	7.15158992712713	6.12993422325183
Sel_O5_old_M	Sel	O5	old	M	240373.227296954	16696.9533820992	5890.26730815527	5061.31664579474	5335.38705448847	9108.34813154673	2210.53509962806	3309.06321316274	3637.0491120913	2951.87309035699	5654.38703837788	3351.74630959865	7195.47146759013	2787.88014089271	3219.20406277136	2095.96468287905	1824.14075294511	1651.16188844169	1597.24639820686	4764.78144950317	2584.5738131322	4160.47866312111	2578.95761623274	3486.53503518573	1714.06329371566	1970.16187233111	1776.96469898963	2594.68296755123	1586.01400440794	2693.52803298176	2784.51042275303	2170.09848195194	1612.97174952536	1399.55626734582	1437.74640626216	1357.9964102898	881.742913215463	1033.38022950092	1920.73933961585	611.042222661416	1100.77459229446	1174.90839136736	806.485874762678	1064.83093213791	795.253480963755	851.41544995837	873.880237556216	707.640809332155	670.573909795708	833.443619880093	491.978848392831	723.366160650647	449.295751956924	615.535180180985	513.320396610785	746.954187628386	570.605604985293	544.77109924777	485.239412113477	467.267582035201	417.845049319939	539.154902348308	550.387296147231	365.052798465	482.992933353693	491.978848392831	348.204207766616	465.021103275416	479.623215214016	739.091511969139	518.936593510247	579.591520024431	393.133782962308	478.499975834124	564.989408085831	399.873219241662	325.73942016877	277.4401268334	375.161952884031	393.133782962308	330.232377688339	340.34153210737	368.422516604677	341.464771487262	310.014068850277	231.387312257816	318.999983889416	224.647875978462	217.908439699108	183.088018922446	186.457737062123	240.373227296954	190.950694581693	124.679571168046	181.964779542554	134.788725587077	128.049289307723	131.4190074474	142.651401246323	75.2570384527847	123.556331788154	89.8591503913847	65.1478840337539	69.6408415533232	96.5985866707386	126.926049927831	78.6267565924616	92.1056291511693	69.6408415533232	62.9014052739693	74.1337990728924	65.1478840337539	83.1197141120309	31.4507026369847	42.6830964359077	56.1619689946154	47.176053955477	48.2992933353693	35.9436601565539	17.9718300782769	17.9718300782769	8.98591503913847	8.98591503913847
Cont_B1_young_M	Cont	B1	young	M	689088.48238155	17025.02165792	1029.35193492207	3152.78178850371	3453.44442263917	501.104390225756	4110.09996733083	3017.0660161509	2952.34003241341	2762.33795111948	2229.91453650461	2561.89619502918	3179.92494297427	3919.05391855726	2436.62009747274	2413.65281292072	2353.10269910178	2242.44214626026	1311.22315442406	2710.13957713763	2188.15583731913	1540.8959999442	2196.50757715623	1439.63115441941	2249.74991861772	1149.40819508033	1616.06165847806	1474.08208124743	1450.07082921578	1672.43590237846	1420.83973978594	3355.31147955329	1304.95934954624	1014.73639020716	883.196487772894	994.901008094052	899.899967447086	808.030829239031	471.87330079592	547.038959329783	937.482796714018	576.270048759619	876.932682895073	991.769105655142	748.524682899723	766.272130053551	469.785365836646	629.512390221106	509.456130062852	413.411121936248	426.982699171529	535.555317053776	384.180032506413	624.292552822921	455.169821121728	390.443837384235	453.081886162454	642.03999997675	296.486764216905	387.311934945324	650.391739813845	354.948943076577	529.291512175954	388.355902424961	367.476552832221	325.717853646741	164.946861782645	384.180032506413	384.180032506413	547.038959329783	336.157528443111	425.938731691892	321.541983728193	411.323186976975	302.750569094727	365.388617872947	422.806829252981	581.489886157804	223.409040642316	89.7812032487812	313.190243891097	224.453008121953	286.047089420536	331.981658524563	241.156487796145	160.770991864097	156.595121945549	100.220878045151	164.946861782645	70.9897886153154	162.858926823371	164.946861782645	156.595121945549	104.396747963699	151.375284547364	110.660552841521	176.430504058652	70.9897886153154	98.1329430858772	19.8353821131028	57.4182113800345	79.3415284524113	64.7259837374935	63.6820162578565	60.5501138189455	50.1104390225756	69.9458211356784	54.2863089411235	44.8906016243906	60.5501138189455	70.9897886153154	61.5940812985825	46.9785365836646	9.39570731673292	59.5061463393085	43.8466341447536	40.7147317058427	45.9345691040276	41.7586991854796	17.7474471538288	20.8793495927398	4.17586991854796	10.4396747963699
Cont_B2_young_M	Cont	B2	young	M	365303.250803402	17788.0691352319	4244.98919742802	2979.07448989748	4441.73864022086	408.854939657322	3773.75028810467	2071.14779291197	2005.88456310752	516.347318158778	2554.86349616852	2570.21955024016	2727.61910447443	3867.80611929345	2107.61842133211	3508.85835536894	2124.8939821627	4151.89311961872	1174.73813648019	2137.37077609591	2086.50384698361	2125.85373554218	1931.02379950829	1715.0792891259	1624.86247145504	1238.08185952569	1637.33926538824	1355.17177182192	1170.89912296228	1942.54084006202	829.226919868371	1283.19026836113	988.5459808616	977.028940307873	712.137007572143	986.626474102646	641.115257490824	719.815034607961	548.978933061005	518.266824917732	627.678710178142	690.062679844166	600.805615552778	775.480730617644	570.093507409505	884.892615878054	359.907517303981	595.047095275915	497.152250569232	449.164581595368	280.247986807366	555.697206717346	238.018838110366	310.960094950639	373.344064616663	441.48655455955	414.613459934186	341.672203093912	312.879601709594	324.396642263321	408.854939657322	345.511216611821	554.737453337869	333.994176058094	391.579378826731	305.201574673776	195.789689413365	332.074669299139	333.034422678617	629.598216937097	378.142831514049	345.511216611821	254.33464556148	314.799108468548	241.857851628275	312.879601709594	257.213905699911	128.606952849956	230.340811074548	113.250898778319	295.604040879003	213.065250243957	278.328480048412	316.718615227503	176.59462182382	141.08374678316	151.641033957411	76.7802703581825	178.514128582774	174.675115064865	120.928925814138	166.997088029047	132.445966367865	72.9412568402734	119.96917243466	94.0558311887736	104.613118363024	70.0619967018416	104.613118363024	26.8730946253639	72.9412568402734	78.6997771171371	53.7461892507278	65.2632298044552	70.0619967018416	34.5511216611821	57.5852027686369	44.148655455955	38.3901351790913	46.0681622149095	45.1084088354322	34.5511216611821	49.9071757328187	8.63778041529554	44.148655455955	36.4706284201367	34.5511216611821	36.4706284201367	38.3901351790913	12.4767939332047	13.4365473126819	1.91950675895456	5.75852027686369
Cont_B3_young_M	Cont	B3	young	M	697428.407214439	15747.2645548901	3199.95046820046	3242.47472691408	5352.74106557784	2353.45194318231	6062.3646328615	2313.58545063829	4526.17578683171	1112.27514197832	3375.36303539417	3829.84105039606	2809.25884126901	3638.48188618474	3787.31679168243	3835.15658273527	1937.51153763965	4170.03512010508	393.349393101053	3064.40439355077	3784.65902551283	1615.92183111784	2172.7238436494	2126.21293568137	2515.57567952802	1643.82837589866	2290.99443819667	2277.70560734866	807.960915558919	2075.71537845893	1973.39138092927	2094.31974164615	1685.02375152748	1621.23736345704	869.089537459759	1853.79190329719	951.480288717412	1302.30542310484	664.441542400427	636.534997619609	519.593286157134	1479.04687338335	827.894161830932	1009.95114444865	818.591980237326	887.693900646971	722.912398131665	883.707251392568	608.628452838791	623.246166771601	446.504716493087	799.987617050114	318.931940352205	789.356552371707	568.761960294766	615.272868262796	632.548348365207	676.401490163635	815.934214067724	465.109079680299	535.539883174744	590.024089651579	657.797126976423	364.113965235434	818.591980237326	410.624873203464	435.87365181468	560.78866178596	486.371209037113	568.761960294766	223.252358246544	528.89546775074	497.002273715519	495.673390630719	422.584820966672	491.686741376316	635.206114534808	491.686741376316	401.322691609858	264.44773387537	425.242587136273	393.349393101053	358.798432896231	528.89546775074	340.194069709019	249.830019942561	228.567890585747	183.385865702518	253.816669196963	441.189184153884	321.589706521807	284.380980147383	247.172253772959	103.652880614467	344.180718963421	180.728099532916	168.768151769709	139.53272390409	148.834905497696	45.182024883229	122.257243801679	114.283945292873	114.283945292873	49.1686741376316	112.955062208073	69.1019204096444	77.0752189184496	73.088569664047	108.96841295367	78.4041020032504	91.6929328512589	87.7062835968564	87.7062835968564	21.2621293568137	61.1286219008393	81.0618681728521	57.1419726464367	61.1286219008393	71.7596865792461	29.2354278656188	21.2621293568137	5.31553233920342	13.2888308480085
Cont_B4_young_M	Cont	B4	young	M	682060.749333561	18624.2180149054	10202.2295772004	3992.7974239773	3849.03224604553	1279.61204471183	4182.44510550431	5272.40946868913	4559.70124617633	1830.20208785476	3705.26706811377	3399.38371081214	5705.74422486644	3472.79571656453	3256.63814407137	5821.97990064106	2440.94919126702	3997.89547993233	2431.77269054797	2622.43998326599	3120.01024447665	1460.08322551979	1847.53547810186	2367.53718551463	2116.71283252729	1621.18179369865	2269.65451117811	1999.45754556167	1356.08288403723	2230.9092859199	1053.25836030862	1138.90570035308	1588.55423558648	1472.31855981186	468.001536671497	1319.37688116104	428.236700222285	1069.57213936471	611.766714603264	595.452935547177	516.942873839758	1076.70941770174	787.1398394562	1064.47408340968	802.434007321281	968.630631455168	639.296216760411	682.119886782639	1682.35846515898	626.04127127734	275.295021571469	699.453277029732	475.138815008535	870.747957118646	554.668487906959	609.727492221253	532.237041704839	732.080835141906	454.746591188426	485.334926918589	507.766373120709	464.942703098481	663.766885344541	338.510915413806	542.433153614894	416.001365930219	330.354025885762	532.237041704839	446.589701660383	611.766714603264	294.667634200572	499.609483592665	352.785472087882	307.922579683643	424.158255458263	413.962143548209	389.491474964078	603.60982507522	358.903139233915	114.196453392609	358.903139233915	373.177695907991	418.04058831223	388.471863773073	257.961631324376	224.314462021197	275.295021571469	144.784789122772	217.177183684159	70.3531721793753	210.039905347121	256.942020133371	173.333902470925	140.706344358751	159.059345796849	172.314291279919	167.216235324892	95.8434519545113	144.784789122772	46.9021147862502	95.8434519545113	111.137619819593	89.7257848084787	63.2158938423373	73.4120057523917	57.0982266963046	65.2551162243481	39.7648364492121	61.1766714603264	68.3139497973645	83.6081176624461	67.294338606359	59.1374490783155	13.2549454830707	44.8628924042393	68.3139497973645	34.6667804941849	50.980559550272	36.7060028761958	28.5491133481523	20.3922238201088	7.13727833703808	10.1961119100544
Cont_B5_young_M	Cont	B5	young	M	530621.119887938	17068.165346513	2481.18699058336	2859.54981612686	7330.77974490538	532.072723420552	2485.73462069807	2268.35790121514	3154.23624755978	316.515055983508	4166.53871109325	2639.44451857511	4116.51477983148	4633.12556086204	2644.90167471276	4568.54921323322	1875.44265930458	2725.84949075452	565.725186269373	2335.66282691278	2852.27360794333	1960.0285794381	2344.75808714219	2026.4239791128	2744.04001121334	1183.29335584639	1836.33304031811	1446.14637647637	2184.68150710456	1889.99507567164	1307.89842098932	2141.93378402632	1140.54563276816	1125.9932164011	809.478160417592	1081.42644127699	617.568169577017	854.044935541706	573.001394452902	510.244098869965	485.686896250555	1116.89795617169	611.201487416429	945.907063858759	603.9252792329	515.701255007612	621.206273668781	627.572955829369	965.916636363463	709.430297894069	287.410223249392	537.529879558199	398.372398048208	631.211059921133	525.706041259964	402.010502139973	425.658178736442	489.32500034232	456.582063516439	505.69646875526	321.972212121154	397.462872025267	593.920492980548	283.772119157628	421.110548621736	629.392007875251	245.572026194101	447.486803287028	354.715148947035	550.263243879374	154.619423899989	427.477230782324	293.77690540998	416.56291850703	349.257992809388	398.372398048208	339.253206557036	546.62513978761	218.286245505867	100.047862523523	286.500697226451	287.410223249392	327.429368258801	349.257992809388	259.214916538218	167.352788221165	172.809944358812	130.062221280579	169.171840267047	256.486338469394	152.800371854107	208.281459253515	138.247955487049	85.4954461564648	119.147909005286	129.152695257638	165.533736175283	95.500232408817	105.505018661169	28.1953067111745	61.8477695599958	78.2192379729358	69.1239777435247	52.7525093305846	57.3001394452902	27.2857806882334	68.2144517205836	54.5715613764669	52.7525093305846	79.128763995877	64.5763476288191	61.8477695599958	38.2000929635268	12.7333643211756	36.3810409176446	52.7525093305846	28.1953067111745	41.8381970552913	38.2000929635268	17.2809944358812	17.2809944358812	3.63810409176446	13.6428903441167
Sel_O1_young_M	Sel	O1	young	M	148981.587746314	17253.7167193003	4831.85854610231	4732.85387210645	3254.2405887335	1149.31512856064	3008.88117926549	1493.6792120245	3623.35584069632	1193.43677675445	2754.9126677109	2397.63493111714	1825.12964235847	3923.59827596638	2372.88376261817	3976.32902624678	1549.63837558738	1349.47675207401	443.368757459722	2551.52263091505	2100.62090912956	2231.90971595016	2132.9050419543	1612.0543657152	2030.67195467596	1432.3393596575	1536.72472245748	1364.54268072555	1296.74600179361	1822.97736683682	1516.27810500182	1649.71918734406	1231.10159838331	1019.10245950087	939.468265199848	1065.37638321632	603.713283822583	856.605657616357	492.871094457652	570.353013237021	485.33813013188	926.554612069954	443.368757459722	867.367035224602	628.464452321548	842.615866725637	473.50061476281	647.83493201639	458.434686111266	574.65756428032	446.597170742196	503.632472065898	358.353874354581	524.079089521565	348.66863450716	534.840467129811	447.673308503021	391.714144940143	419.693726721582	434.759655373126	329.298154812318	434.759655373126	391.714144940143	188.3241081443	380.952767331897	576.809839801969	236.750307381405	332.526568094792	394.942558222617	539.145018173109	434.759655373126	331.450430333967	283.024231096862	343.287945703037	375.572078527774	327.145879290669	297.014021987581	271.186715727791	322.841328247371	142.050184428843	313.156088399949	211.99913888244	264.729889162844	303.470848552528	234.598031859756	124.83198025565	189.400245905124	87.1671586267901	207.694587839142	178.638868296878	236.750307381405	182.943419340177	142.050184428843	88.2432963876146	121.603566973176	147.430873232966	126.984255777299	94.700122952562	106.537638321632	21.5227552164914	90.3955719092638	86.0910208659655	64.5682656494741	64.5682656494741	75.3296432577198	75.3296432577198	73.1773677360707	32.2841328247371	49.5023369979302	58.1114390845267	60.2637146061758	43.0455104329827	51.6546125195793	5.38068880412284	54.883025802053	39.817097150509	31.2079950639125	32.2841328247371	32.2841328247371	18.2943419340177	13.9897908907194	2.15227552164914	6.45682656494741
Sel_O2_young_M	Sel	O2	young	M	107008.851829478	11877.7983726041	2112.54996640982	4549.25755626178	5175.47114700227	2779.28326008058	3596.12363506119	2795.85950218841	3186.3220940619	3792.27583333725	2300.41404363197	2248.84351262981	2045.32409563915	2827.17018172544	2213.84922373549	2241.47629391522	1257.95259551692	659.366074956161	1757.08166343066	2494.72443722939	1718.40376517905	1972.57281083254	2194.51027460968	1874.95716286417	1379.51170430772	1292.94688441124	1308.60222417976	1228.48372065855	2024.1433418347	1682.4885739454	2132.80981787496	1096.79468613518	809.473156266013	802.105937551419	659.366074956161	847.230152178308	816.840374980607	670.416903028052	733.038262102101	948.529409503975	416.24785737456	508.338091306985	589.377497167518	1024.04340132856	554.383208273197	534.123356808063	421.773271410505	611.4791533113	210.886635705253	311.264990691596	489.9200445205	436.507708839693	386.778982516184	316.790404727541	309.423186012947	333.366646835378	391.383494212805	377.569959122941	309.423186012947	294.688748583759	287.321529869165	339.812963210647	523.993431075497	316.790404727541	395.988005909426	305.73957665565	169.446030435661	299.29326028038	336.12935385335	495.445458556445	175.892346810931	257.852655010789	261.536264368086	211.807538044577	278.112506475923	316.790404727541	224.700170795116	260.615362028762	248.643631617547	121.559108790801	274.428897118626	183.259565525525	256.010850332141	266.140776064707	178.655053828904	118.796401772828	147.34437429188	76.4348941639125	155.632495345798	68.1467731099943	114.191890076207	168.525128096337	138.135350898637	40.5197029302669	105.903769022288	92.0902339324247	118.796401772828	70.909480127967	84.7230152178307	204.440319329983	75.5139918245883	60.7795543954003	51.5705310021578	52.4914333414821	58.0168473774276	53.4123356808063	64.4631637526973	33.1524842156729	38.6778982516184	51.5705310021578	52.4914333414821	44.2033122875639	36.8360935729699	40.5197029302669	36.8360935729699	37.7569959122941	32.2315818763487	34.9942888943214	27.6270701797274	14.734437429188	16.5762421078365	1.84180467864849	5.52541403594548
Sel_O3_young_M	Sel	O3	young	M	176400.271922928	19477.7580634693	5283.32965836	4087.10407533509	2898.6969601731	1307.63875007134	3217.29952558659	3925.84817566262	4034.32941726047	2948.53969279913	4952.99939115214	4239.5641986618	2681.7344769774	2915.31120438178	2825.39882395833	3264.21033276404	1765.99642853432	825.825668019645	1884.2507549608	3309.16652297576	2221.4221815487	3756.77380812724	1421.00653408351	1735.69986556555	1606.69514582757	1587.1489761703	1836.36263930049	1450.32578856941	2124.66864174522	2060.16628187623	2249.76412755174	1483.55427698677	1084.81241597847	1227.49945447654	829.734901951099	1053.53854452684	1082.85779901274	844.394529194051	635.250513861265	1161.04247764182	949.943845343307	823.871051053918	837.553369814006	873.713783679955	631.341279929811	889.350719405771	560.97506916364	635.250513861265	412.424179768391	523.837346814828	639.159747792719	523.837346814828	483.767699017425	463.244220877292	393.855318593984	572.702770958002	485.722315983152	519.928112883374	414.378796734118	394.832627076848	236.508652852963	344.012585967947	736.890596079068	387.01415921394	443.698051220022	386.036850731076	238.46326981869	418.288030665572	381.150308316759	575.634696406593	220.871717127148	422.197264597025	338.148735070766	301.988321204817	318.602565413496	355.740287762308	272.669066718912	394.832627076848	299.056395756226	226.735568024328	318.602565413496	248.236354647325	332.284884173585	301.011012721953	222.826334092875	150.505506360977	203.280164435605	98.708156769212	178.847452364018	96.753539803485	150.505506360977	199.370930504151	154.414740292431	47.8881156603108	148.55088939525	141.709730015205	121.186251875072	82.0939125605327	101.640082217802	21.5007866229967	102.617390700666	78.1846786290788	60.5931259375361	62.547742903263	66.456976834717	46.9108071774473	69.3889022833074	42.0242647631298	43.0015732459933	66.456976834717	54.7292750403551	48.8654241431742	54.7292750403551	5.86385089718091	39.0923393145394	37.1377223488124	23.4554035887236	21.5007866229967	33.2284884173585	25.4100205544506	21.5007866229967	5.86385089718091	7.81846786290788
